Name_HG,Image_HG,Slogan,Tags,Price,Player,Time,Age,Year,Manufacture,Equipment,Url_game_hg,Transliterated_name
Щелчок судьбы,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/Shelchok_Sudby/HG/Chelchok_Sudbi-1000x416-wm.jpg,Божественное противостояние,"Интерактивные игры,Семейные игры",2 990 ,2-4,15+,8+,2021,Magellan,"Игровое поле,52 деревянные фишки пророков,фанатиков и храмов,Большие деревянные фишки Короля обезьян и Сфинкса,2 листа с наклейками для деревянных фишек.,20 карт воли богов,4 памятки для игроков,4 двухсторонние карты богов,Жетон первого игрока,Жетоны сердца для Фрейи,божественной руки для Дагды,бездны и торнадо,50 жетонов победных очков,Правила игры ,Размер коробки: 298х298х71 мм,Размер средних карт: 63х89 мм (рекомендуются протекторы из данной категории,24 шт.),Размер больших карт: 126х101 мм,4 шт.,Вес: 1.135 кг",https://hobbygames.ru/shhelchok-sudbi,Schelchok sud'by
Сундучок знаний: Мир математики,https://hobbygames.ru/image/cache/hobbygames_beta/data/Interhit/Sunduchok_Znaniy/Mir_Matematiki00-1000x416-wm.jpg,Первое знакомство с царицей наук,"Детские игры,Сундучок знаний,Семейные игры",1 290 ,1+,10+,7+,2019,ИнтерХит,"55 карточек,Песочные часы,Кубик ,Правила игры ,Размер коробки: 120x120x120 мм ,Вес: 0.555 кг",https://hobbygames.ru/sunduchok-znanij-mir-matematiki,Sunduchok znanij: Mir matematiki
Ночь в кондитерской,https://hobbygames.ru/image/cache/hobbygames_beta/data/Bumbaram/Noch_V_Konditerskoy/Noch_V_Konditerskoy-1000x416-wm.jpg,Сахарное приключение,"Дуэльные игры,Интерактивные игры,Семейные игры",490 ,2,,3+,2021,Бумбарам,"Специальное игровое поле с эффектом ""темноты"",100 карточек,2 фонарика из картона ,Размер коробки: 305x215x35 мм,Вес: 0.16 кг",https://hobbygames.ru/noch-v-konditerskoj,Noch' v konditerskoj
Мяури,https://hobbygames.ru/image/cache/hobbygames_beta/data/Evrikus/Myauri/Myauri-1000x416-wm.jpg,Берегите улов от чаек!,"Детские игры,Игры для компании,Карточные игры,Логические игры,Семейные игры",990 ,3-6,20+,8+,2021,Эврикус,"72 карты погружения,37 карт улова,Игровое поле,Фигурка Кити,Правила игры ,Размер карт: 63x88,5 мм (рекомендуются протекторы из данного раздела,72 шт.),Размер квадратных карт: 63x63 мм,Размер коробки: 152x210x38 мм,Вес: 0.4 кг",https://hobbygames.ru/mjauri,Mjauri
Кот + счёт,https://hobbygames.ru/image/cache/hobbygames_beta/data/Banda_Umnikov/Kot_schyot/HG/Kot_schyot00-1000x416-wm.JPG,Умный полосатик,"Детские игры,Карточные игры",390 ,2-4,,5+,2023,Банда Умников,"20 карт с примерами,20 карт с ответами,Правила игры ,Размер коробки: 92x114x29 мм,Вес: 0.075 кг",https://hobbygames.ru/kot-schjot,Kot + schet
Инсайд,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/Inside/hg/Insajd00-1000x416-wm.JPG,ДА ЧТО ТАМ В КОРОБКЕ?,"Вечериночные игры,Игры для компании,Карточные игры",990 ,2-6,30,12+,2023,Magellan,"Поле для подсчёта очков,38 карт описаний,75 карт посылок,18 разноцветных жетонов игроков,6 фишек для подсчёта очков,2 карты плюс и минус,25 карт расположения посылки,Правила игры ,Размер коробки: 157x235x47 мм,Размер карт: 56x87 мм (рекомендуются протекторы из данного раздела,168 шт.),Вес: 0.37 кг",https://hobbygames.ru/inside,Insajd
Dragomino,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Dragomino/HG/Dragomino-1000x416-wm.jpg,Приручите крылатых малышей!,"Лоскутное королевство,Детские игры,Семейные игры",1 930 ,2-4,15,5+,2021,Стиль Жизни,"4 стартовых тайла,Фишка мамы-дракона,28 тайлов исследования,69 жетонов яиц,Правила игры ,Размер коробки: 260x200x60 мм,Вес: 0.665 кг",https://hobbygames.ru/dragomino,Dragomino
Следствие: Ведёт Клэр Харпер,https://hobbygames.ru/image/cache/hobbygames_beta/data/Evrikus/Suspects/HG/Sledstvie-1000x416-wm.jpg,Три невероятных расследования,"Детективные игры,Игры для компании,Кооперативные игры",2 590 ,1-6,90,10+,2022,Эврикус,"167 больших карт,3 введения в дела,6 планов местности и дополнительных материалов,3 конверта с разгадками,Правила игры ,Размер коробки: 190x270x65 мм,Вес: 0.8 кг",https://hobbygames.ru/sledstvie-vedjot-kljer-harper,Sledstvie: Vedet Kler Harper
,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Volk_koza_i_kapusta_biznes_igra_na_kubikah/HG/Volk_Koza_Kopusta-1000x416-wm.jpg,Кто с кем поплывёт?,"Детские игры,Логические игры,Семейные игры",350 ,2-4,,4+,2021,Десятое королевство,"3 пластиковых кубика,4 карточки,36 монет,Правила игры ,Размер коробки: 90x90x20 мм,Размер карт: 50x60 мм,Вес: 0.1 кг",https://hobbygames.ru/volk-koza-i-kapusta-biznes-igra-na-kubikah,
Терраформер: Теплое море,https://hobbygames.ru/image/cache/hobbygames_beta/data/Pravilnye_igry/Terraformer/Teplie_Morya/terrafirma-1000x416-wm.jpg,Тропические биомы и их обитатели,"Терраформер,Карточные игры,Стратегические игры",190 ,2-3,30-60,8+,2019,Правильные Игры,"4 карты биома,5 карт обитателей,14 карт действий ,Размер коробки: 135х90х15 мм,Вес: 0.004 кг",https://hobbygames.ru/terraformer-teploe-more,Terraformer: Teploe more
Айс-класс 2,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Ice_Class2/hg/IceCool-2-1000x416-wm.jpg,Поймать рыбок и не упасть!,"Детские игры,Интерактивные игры,Семейные игры",2 890 ,2-4,30-40,6+,2021,Стиль Жизни,"4 пластмассовых пингвина,5 картонных коробок-комнат,16 пластмассовых фишек рыбы,54 рыбные карты,4 карты-памятки,4 пропуска для пингвинов,Правила игры ,Размер коробки: 200x408x58 мм,Размер карт: 43,5x67 мм (рекомендуются протекторы из данного раздела,62 шт.),Вес: 0.91 кг",https://hobbygames.ru/ajs-klass-2,Ajs-klass 2
Войны Чёрной Розы: Скрытые шипы,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Black_Rose_War/Hidden_Thorns/HG/voyny_chyornoy_rozy_skrytye_shypy-1000x416-wm.jpg,Масштаб битвы возрастает!,"Войны Чёрной Розы,Приключенческие игры,Хардкорные игры",2 990 ,2-6,90+,13+,2022,Hobby World,"2 планшета магов,2 кельи,12 маркеров с розой,2 фигурки магов,50 фишек,2 памятки,6 карт заклинаний,54 жетона,Правила расширения ,Размер коробки: 296x236x61 мм,Размер карт: 63х88 мм (рекомендуются протекторы из данного раздела,6 шт),Размер карт: 119х69 мм (рекомендуются протекторы из данного раздела,2 шт),Вес: 0.77 кг",https://hobbygames.ru/vojni-chjornoj-rozi-skritie-shipi,Vojny Chernoj Rozy: Skrytye shipy
44 котёнка: Кис-кис коты,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/44_Kotyonka/Kis-kis-koty/koty-1000x416-wm.JPG,Приведите дворик в порядок!,"Детские игры,Логические игры",990 ,2-4,20,5+,2023,Zvezda,"Игровое поле,44 карты,Кубик,4 фишки котят,Правила игры ,Размер коробки: 240x240x57 мм,Размер карт: 56х87 мм,Вес: 0.71 кг",https://hobbygames.ru/44-kotjonka-kis-kis-koti,44 kotenka: Kis-kis koty
Memoir '44,https://hobbygames.ru/image/cache/hobbygames_beta/data/Days_of_Wonder/Memoir/Memoir_44/Memoir-44-1000x416-wm.jpg,Воспоминания о войне,Стратегические игры,5 990 ,2-8,30-60,8+,2021,Days of Wonder,"Double-sided Battlefield board map,144 Axis and Allies Army Pieces,36 Obstacles,44 Terrain Tiles,60 Command Cards,9 Summary Cards,8 Battle Dice,2 Card Holders,Rules & Scenario Booklet ,Размер коробки: 295x295x70 мм,Размер карт: 59x92 мм (рекомендуются протекторы из данного раздела,69 шт.),Вес: 1.975 кг",https://hobbygames.ru/memoir-44,Memoir '44
Холст,https://hobbygames.ru/image/cache/hobbygames_beta/data/Lavka_Games/Holst/HG/Canvas-1000x416-wm.jpg,Впечатлите беспристрастное жюри!,"Холст,Игры для компании,Семейные игры",3 490 ,1-5,30+,12+,2022,Lavka Games,"Планшет творчества,60 прозрачных пластиковых карт живописи,32 крупных протектора,20 крупных карт фонов,12 крупных карт ПО (с разъяснениями на обратной стороне),100 жетонов лент: ,20 жетонов розовых лент,20 жетонов голубых лент,20 жетонов салатовых лент,20 жетонов сиреневых лент,20 жетонов бонусных серых лент,20 жетонов вдохновения,Коробочка для карт,Правила игры ,Размер коробки: 205x256x41 мм,Вес: 0.88 кг",https://hobbygames.ru/holst,Holst
Сказочный патруль. Огненные замки,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Skazochnij_patrul_Ognennie_zamki/HG/Skazochniy_Patrul-1000x416-wm.jpg,Волшебное объединение,"Детские игры,Кооперативные игры,Семейные игры",990 ,2-4,20,6+,2021,Zvezda,"Игровое поле,5 фишек персонажей,22 жетона ключей,Кубик d6,Правила игры ,Размер коробки: 240x240x50 мм,Вес: 0.6 кг",https://hobbygames.ru/skazochnij-patrul-ognennie-zamki,Skazochnyj patrul'. Ognennye zamki
Alias: Сделай сам,https://hobbygames.ru/image/cache/hobbygames_beta/data/Tactic/Alias_Do_it_yourself/Alias_Sdelay_Sam-1000x416-wm.jpg,Придумывайте свои слова!,"Вечериночные игры,Игры для компании,Командные игры,Alias (Скажи иначе),Семейные игры",2 490 ,3+,30+,8+,2020,Tactic,"Двухстороннее игровое поле,300 карточек,6 фишек,8 подставок,Песочные часы,Правила игры,Вес: 0.918 кг",https://hobbygames.ru/alias-sdelaj-sam,Alias: Sdelaj sam
Kingdomino: Age of Giants,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Loskutnoe_Korolevstvo/KingDomino/Kingdomino_Age_of_Giants-1000x416-wm.jpg,Гиганты тоже хотят стать частью Королевства,"Лоскутное королевство,Семейные игры,Стратегические игры",1 590 ,2-5,20-40,8+,2018,Стиль Жизни,"Замок,Башня для участков,2 фигурки королей коричневого цвета,Стартовый участок,29 прямоугольных участков,12 участков великанов ,17 участков заданий,6 фигурок великанов,Блокнот для подсчёта очков ,Размер коробки: 265х130х60 мм,Вес: 0.6 кг",https://hobbygames.ru/loskutnoe-korolevstvo-vek-velikanov,Kingdomino: Age of Giants
Шахматы лакированные,https://hobbygames.ru/image/cache/hobbygames_beta/data/Neskuchnye_Igry/Shahmaty/HG/Nabor_Shahmati-1000x416-wm.jpg,Блестящая игра,"Шахматы,Классические игры",1 290 ,2+,,,2021,Нескучные Игры,"Шахматная доска,32 шахматные фигуры,Вес: 0.585 кг",https://hobbygames.ru/shahmati-lakirovannie,Shahmaty lakirovannye
Ужас Аркхэма: Последний час,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Ujas_Arkhema/Final_hour/AH_Final-Hour_3D_roznica-1000x416-wm.jpg,Самое время спасти мир!,"Детективные игры,Вселенная Лавкрафта,Ужас Аркхэма: Последний час,Игры для компании,Ужас Аркхэма (Arkham Horror Files),Кооперативные игры,Приключенческие игры",1 990 ,1-4,30-60,13+,2019,Hobby World,"Игровое поле,6 фишек сыщиков,3 листа Древних,103 карты,120 жетонов,Правила игры ,Размер коробки: 255x255x62 мм,Размер карт: 41x63 мм,57x89 мм,Вес: 0.97 кг",https://hobbygames.ru/uzhas-arkhjema-poslednij-chas,Uzhas Arkhema: Poslednij chas
Набор карточек,https://hobbygames.ru/image/cache/hobbygames_beta/data/28_dominoes/Pagedown_studio/HG/Personometr/PageDawn_Personometr-1000x416-wm.jpg,Игра с человеческим лицом,"Вечериночные игры,Викторины,Игры в дорогу,Игры для компании,Наборы карточек от Page down,Логические игры,Семейные игры",430 ,2+,,7+,2020,Page down,"120 двухсторонних карточек с заданиями и ответами,Вес: 0.3 кг",https://hobbygames.ru/nabor-kartochek-personometr,Nabor kartochek
Властелин колец. Странствия в Средиземье: Ветер войны,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/LOTR_stranstviya_v_sredizemye/Veter_Voiny/HG/vlsstelin_kolec_stranstviya_v_sredizemie_veter_voyni_000-1000x416-wm.jpg,Защитите Рохан и Гондор!,"Властелин Колец: Странствия в Средиземье,Властелин Колец,Игры для компании,Кооперативные игры,Приключенческие игры,Хардкорные игры",5 490 ,1-5,60+,13+,2022,Hobby World,"18 двухсторонних фрагментов поля,28 пластиковых фигурок,65 карт снаряжения,3 карты прозвищ,30 карт героев,72 карты ролей,6 карт местности,15 карт напастей,10 карт верховых животных,7 планшетов героев,5 жетонов укреплений,14 различных жетонов местности,5 жетонов пересечённой местности,Правила дополнения ,Размер коробки: 298х298х71 мм,Размер карт: 41х63 мм (рекомендуются протекторы из данного раздела,201 шт),Размер карт: 69х119 мм (рекомендуются протекторы из данного раздела,7 шт),Вес: 1.73 кг",https://hobbygames.ru/vlastelin-kolec-stranstvija-v-sredizeme-veter-vojni,Vlastelin kolets. Stranstvija v Sredizem'e: Veter vojny
Царевны: Тетрадь желаний,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Tsarevny/Tsarevny_Volshebnoe_Tetrad_Zhelaniy/Carevni_Tetrad_Jelaniy-1000x416-wm.jpg,Баба Яга опять пакостит,"Царевны,Детские игры,Игры для компании,Семейные игры",990 ,2-5,20+,5+,2021,Zvezda,"Игровое поле,5 фишек,5 жетонов,50 игровых карточек,Кубик D6,Правила игры ,Размер коробки: 243x243x59 мм,Вес: 0.25 кг",https://hobbygames.ru/carevni-tetrad-zhelanij,Tsarevny: Tetrad' zhelanij
Говорящие кубики. Страшилки,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Govoryaschie_kubiki_strashilki/HG/Strashilki-1000x416-wm.jpg,Что вы услышите?,"Детские игры,Игры для компании,Семейные игры",490 ,,,7+,2021,Десятое королевство,"12 пластиковых кубиков,Правила игры ,Размер коробки: 88x90x21 мм,Размер кубиков: 18x18x18 мм,Вес: 0.12 кг",https://hobbygames.ru/govorjashhie-kubiki-strashilki,Govorjaschie kubiki. Strashilki
Мандрагора,https://hobbygames.ru/image/cache/hobbygames_beta/data/Evrikus/Mandragora/HG/Mandragora-1000x416-wm.jpg,Волшебные скидки!,"Карточные игры,Экономические игры",1 190 ,2-4,20,8+,2022,Эврикус,"10 жетонов лавок,24 карты заклинаний,82 карты магических предметов,Фигурка подмастерья,Жетон проклятья,Маркер конца игры,Правила игры ,Размер коробки: 155x215x35 мм,Размер карт: 56x87 (рекомендуются протекторы из данного раздела,106 шт.),Вес: 0.372 кг",https://hobbygames.ru/mandragora,Mandragora
Pax Pamir: Большая игра,https://hobbygames.ru/image/cache/hobbygames_beta/data/CrowD_Games/Pax_Pamir/hg/PaxPamir-1000x416-wm.jpg,Между львом и медведем,"Игры для компании,Стратегические игры,Хардкорные игры",5 990 ,1-5,45-150,14+,2021,Crowd Games,"Тканевое игровое поле,36 фишек коалиций,55 маркеров игроков,36 жетонов монет,6 жетонов правителей,5 планшетов игроков,5 дисков лояльности,Маркер ведущей масти,Планшет рынка,16 карт событий,100 карт двора,24 карты Вахан,2 памятки,Правила игры ,Размер коробки: 295x230x65 мм,Размер карт: 63x88 мм (рекомендуются протекторы из данного раздела,142 шт.),Вес: 1.98 кг",https://hobbygames.ru/pax-pamir-bolshaja-igra,Pax Pamir: Bol'shaja igra
Рикошет: Меткий стрелок,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Rikoshet_Metkij_strelok/igra_rikoshet_metkiy_strelok-1000x416-wm.JPG,В яблочко или в десятку?,"Детские игры,Интерактивные игры",1 090 ,2,,3+,2022,Десятое королевство,"Деревянное игровое поле,6 деревянных фишек ,Размер коробки: 467x264x38 мм,Вес: 0.905 кг",https://hobbygames.ru/rikoshet-metkij-strelok,Rikoshet: Metkij strelok
Максимум Апокалипсис: Жукогеддон,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gaga/Maximum_Apocalypse/Zhukogedon/maximum_apokalipsis_zhukogedon-1000x416-wm.JPG,Одним лишь зерном не отделаемся,"Максимум Апокалипсис,Игры для компании,Кооперативные игры,Приключенческие игры",690 ,1-6,45-90,13+,2022,GaGa Games,"40 карт ,Размер коробки: 68х92х29 мм,Размер карт: 63,5x88 мм (рекомендуются протекторы из данного раздела,40 шт.),Вес: 0.07 кг",https://hobbygames.ru/maksimum-apokalipsis-zhukogeddon,Maksimum Apokalipsis: Zhukogeddon
Волшебный пендель,https://hobbygames.ru/image/cache/hobbygames_beta/data/Do_Joy/Volshebnij_Pendel/hg/Volshebniy_Pendel-1000x416-wm.jpg,Хороший мотиватор,"Детские игры,Карточные игры,Семейные игры",1 490 ,1-4,,6+,2022,Do Joy,"120 карточек с заданиями,68 магнитных жетонов,4 магнитных планшета,Магнитный пазл тотема лени,Фломастер,Правила игры ,Размер коробки: 235x157x50 мм,Вес: 0.63 кг",https://hobbygames.ru/volshebnij-pendel,Volshebnyj pendel'
Манчкин: Вкусняшки,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Munchkin/Crazy_Cooks/HG/manchkin_vkusnyashki-1000x416-wm.jpg,Карательная кулинария,"Новинки 2022 года,Вечериночные игры,Манчкин,Игры для компании,Карточные игры",1 990 ,3-6,60+,12+,2022,Hobby World,"168 карт,12 фишек,6 подставок,40 жетонов еды,Кубик,Игровое поле,Правила игры ,Размер коробки: 255x255x62 мм,Размер карт: 56x87 мм (рекомендуются протекторы из данного раздела,168 шт.),Вес: 0.702 кг",https://hobbygames.ru/manchkin-vkusnjashki,Manchkin: Vkusnjashki
Rivals for Catan: Age of Darkness,https://hobbygames.ru/image/cache/hobbygames_beta/data/Asmodee/CATAN/Rivals_For_Catan_Age_Of_Darkness-1000x416-wm.jpg,"Интриги, коммерсанты и варвары!","Catan (Колонизаторы),Семейные игры,Экономические игры",1 490 ,2,45-60,10+,2021,Asmodee,"90 cards (3 theme decks),Rules&card index ,Размеры коробки: 215x160x45 мм,Вес: 0.31 кг",https://hobbygames.ru/rivals-for-catan-age-of-darkness,Rivals for Catan: Age of Darkness
Диксит,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Dixit_2021/Dixit-1000x416-wm.jpg,Картинка стоит тысячи слов,"Вечериночные игры,Выбор настольщика 2022,Игры для компании,Dixit (Диксит),Семейные игры",1 790 ,3-6,30,8+,2021,Стиль Жизни,"Игровое поле,84 карты,36 жетонов для голосования,6 деревянных фигурок кроликов,Правила игры ,Размер коробки: 270x270x60 мм,Размер карт: 78х120 мм,Вес: 0.8 кг",https://hobbygames.ru/dixit,Diksit
Письма призрака,https://hobbygames.ru/image/cache/hobbygames_beta/data/Ekonomikuc/Pisma_Prizraka/Pisma_Prizraka-1000x416-wm.jpg,Послание с того света!,"Письма призрака,Детективные игры,Выбор настольщика 2022,Игры для компании,Семейные игры",1 490 ,2-12,30+,8+,2021,Экономикус,"150 карт улик,14 карт тайных ролей,12 двухсторонних карт персонажей,3 жетона категорий,Жетон рации,Жетон почтового ящика,Карта-памятка,Правила игры ,Размер коробки: 130x210x50 мм,Размер карт: 63,5x88 мм (рекомендуются протекторы из данного раздела,27 шт.),Вес: 0.42 кг",https://hobbygames.ru/pisma-prizraka,Pis'ma prizraka
Ми-ми-мишки: Пикник в лесу,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Mi_mi_mishki_Piknik_v_lesu/HG/Piknik_V_Lesu-1000x416-wm.jpg,Соберите всё необходимое!,"Ми-ми-мишки,Детские игры,Семейные игры",890 ,2-4,30,5+,2021,Zvezda,"Игровое поле,4 фишки персонажей,4 пластиковых подставок,60 карточек,Правила игры ,Размер коробки: 160x160x70 мм,Вес: 0.35 кг",https://hobbygames.ru/mi-mi-mishki-piknik-v-lesu,Mi-mi-mishki: Piknik v lesu
"Набор классических игр: Шахматы, шашки и нарды (400x210x35)",https://hobbygames.ru/image/cache/hobbygames_beta/data/Neskuchnye_Igry/Nabory/HG/Nabor_Shahmati-1000x416-wm.jpg,Джентльменский комплект,"Нарды,Шашки,Шахматы,Наборы,Классические игры",1 990 ,2+,,,2021,Нескучные Игры,"Двухсторонняя доска для игры в шахматы,шашки и нарды,32 шахматные фигуры,24 шашки,40 фишек для нард,Кости для нард,Вес: 0.95 кг",https://hobbygames.ru/nabor-klassicheskih-igr-shahmati-shashki-i-nardi,"Nabor klassicheskih igr: Shahmaty, shashki i nardy (400x210x35)"
Мемори: Котики,https://hobbygames.ru/image/cache/hobbygames_beta/data/Muravey_games/Memory_Kotiki-1000x416-wm.jpg,Соберите всех милых котеек,"Детские игры,Мемори,Игры на внимание,Карточные игры,Логические игры,Семейные игры",290 ,2+,10+,4+,2017,Muravey Games,"50 карточек,Пакетик для хранения,Правила игры ,Размер коробки: 120х91х30 мм,Вес: 0.07 кг",https://hobbygames.ru/memori-kotiki,Memori: Kotiki
Activity: Время не ждёт,https://hobbygames.ru/image/cache/hobbygames_beta/data/Piatnik/Activity_vremya_ne_zhdet/Activity_Vramya_Ne_Jdet-1000x416-wm.jpg,Теперь ещё быстрее!,"Вечериночные игры,Игры для компании,Командные игры,Activity (Активити),Семейные игры",2 990 ,4+,30+,12+,2020,Piatnik,"Игровое поле,2 фишки,2 песочных часов,2 планшета для записей,2 фломастера с губкой,5 разноцветных 12-гранных кубиков с буквами,Правила игры ,Размер коробки: 255x255x60,Вес: 0.52 кг",https://hobbygames.ru/activity-vremja-ne-zhdet,Activity: Vremja ne zhdet
Пузырьковые истории,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Puzirkovie_Istorii/HG/Puzirkovie_Istorii-1000x416-wm.jpg,Мыльные приключения,"Детские игры,Карточные игры,Квесты",790 ,1-2,10,4+,2022,Стиль Жизни,"72 карточки с приключениями,Инструкция в картинках,Правила игры ,Размер коробки: 126x179x40 мм,Вес: 0.3 кг",https://hobbygames.ru/puzirkovie-istorii,Puzyr'kovye istorii
Царевны: Волшебное зелье,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Tsarevny/Tsarevny_Volshebnoe_Zelye/Carevni_Volshebnoe_Zelye-1000x416-wm.jpg,Большая самостоятельная работа,"Царевны,Детские игры,Игры для компании,Семейные игры",990 ,2-5,20+,5+,2021,Zvezda,"Игровое поле,5 фишек царевен,50 жетонов зелий и ингредиентов,5 планшетов игроков,Кубик D6,Правила игры ,Размер коробки: 243x243x59 мм,Вес: 0.25 кг",https://hobbygames.ru/carevni-volshebnoe-zele,Tsarevny: Volshebnoe zel'e
Столкновение цивилизаций: Монументальное издание,https://hobbygames.ru/image/cache/hobbygames_beta/data/Lavka_Games/Clash_of_Cultures/hg/Clash_Of_Cultures-1000x416-wm.jpg,Сквозь века,"Стратегические игры,Хардкорные игры,Экономические игры",11 990 ,2-4,180-240,14+,2021,Lavka Games,"Шкала раундов,25 тайлов регионов (включая 9 начальных),4 памятки,58 карт событий (20 из дополнения ""Цивилизации""),42 карты действий,38 карт событий (6 из дополнения ""Цивилизации""),45 карт лидеров,8 карт чудес света,4 планшета игроков,15 планшетов цивилизаций,200+ фишек (примерно по 50 каждого из четырёх цветов),9 особых 12-гранных кубиков,20 маркеров ресурсов,50 жетонов культуры,60 жетонов настроения,Жетон раунда,6 жетонов истощённой земли ,Жетон первого игрока,186 фигурок городских построек: ,38 поселений,20 храмов,20 крепостей,20 академий,20 портов,20 обелисков,20 рынков,20 обсерваторий,8 чудес света,164 фигурки отрядов: ,16 поселенцев,84 пехоты,20 кораблей,20 боевых слонов,20 конниц,4 лидера,Правила игры ,Размер коробки: 315x315x123 мм,Вес: 3.9 кг",https://hobbygames.ru/stolknovenie-civilizacij-monumentalnoe-izdanie,Stolknovenie tsivilizatsij: Monumental'noe izdanie
Максимум Апокалипсис: Юрский период,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gaga/Maximum_Apocalypse/Yurskiy_Period/maximum_apokalipsis_yurskiy_period-1000x416-wm.JPG,Динозавры вернулись!,"Максимум Апокалипсис,Игры для компании,Кооперативные игры,Приключенческие игры",890 ,1-6,45-90,13+,2022,GaGa Games,"63 карты,Картонная фигурка,4 жетона яиц динозавров ,Размер коробки: 67х91х29 мм,Размер карт: 63,5x88 мм (рекомендуются протекторы из данного раздела,63 шт.),Вес: 0.11 кг",https://hobbygames.ru/maksimum-apokalipsis-jurskij-period,Maksimum Apokalipsis: Jurskij period
Викторина,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Biologiya_igra_viktorina/HG/Biologia-1000x416-wm.jpg,Эволюционируйте в ходе игры,"Викторины,Игры для компании,Семейные игры",450 ,2-6,,9+,2021,Десятое королевство,"320 карточек,6 разноцветных фишек,Игральный кубик,Игровое поле,Правила игры ,Размер коробки: 280x278x41 мм,Размер игрового поля: 420x325 мм,Размер карточек: 65x45 мм,Вес: 0.33 кг",https://hobbygames.ru/viktorina-biologija,Viktorina
Набор карточек,https://hobbygames.ru/image/cache/hobbygames_beta/data/28_dominoes/Pagedown_studio/HG/Lampochka_Ilicha/PageDawn_Lampochka_Ilicha-1000x416-wm.jpg,Многие предметы названы в честь кого-то,"Вечериночные игры,Викторины,Игры в дорогу,Игры для компании,Наборы карточек от Page down,Логические игры,Семейные игры",430 ,2+,,7+,2020,Page down,"120 двухсторонних карточек с заданиями и ответами,Вес: 0.165 кг",https://hobbygames.ru/nabor-kartochek-lampochka-ilicha,Nabor kartochek
История рыцаря,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Glory/HG/istoriya_ricarya-1000x416-wm.JPG,Честь и слава!,"Новинки 2022 года,Стратегические игры",3 990 ,1-4,30-120,13+,2022,Hobby World,"Игровое поле,4 планшета игроков,Двухсторонний планшет турнира,36 кубиков,29 деревянных фишек,153 карты,48 жетонов поддержки,180 прочих жетонов,Правила игры ,Размер коробки: 298x298x71 мм,Размер карт: 56x87 (рекомендуются протекторы из данного раздела,54 шт.),Размер карт: 44x67 (рекомендуются протекторы из данного раздела,99 шт.),Вес: 1.78 кг",https://hobbygames.ru/istorija-ricarja,Istorija rytsarja
Catan Scenario: Crop Trust,https://hobbygames.ru/image/cache/hobbygames_beta/data/Asmodee/CATAN/Catan_Crop_Trust-1000x416-wm.jpg,Не навредите природе!,"Игры для компании,Catan (Колонизаторы),Семейные игры,Экономические игры",2 490 ,3-4,90+,12+,2021,Asmodee,"90 crop tokens in five diverse crop varieties,41 event tokens,4 crop storage records,Seed vault display,Fields hex,Number token ""9"",Rules and almanac book ,Размер коробки: 295x220x55 мм,Вес: 0.675 кг",https://hobbygames.ru/catan-scenario-crop-trust,Catan Scenario: Crop Trust
Лео и Тиг. Таинственная пещера,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Leo_i_Tig_Tainstvennaya_peschera/HG/Tainstvennaya_Pechera-1000x416-wm.jpg,Помогите найти Милу,"Детские игры,Семейные игры",890 ,2-4,15,5+,2021,Zvezda,"Игровое поле,4 фишки персонажей,4 пластиковых подставки,12 жетонов Духа тайги,12 жетонов следов,Кубик d6,Правила игры ,Размер коробки: 160x160x65 мм,Вес: 0.3 кг",https://hobbygames.ru/leo-i-tig-tainstvennaja-peshhera,Leo i Tig. Tainstvennaja peschera
