Name_HG,Image_HG,Slogan,Tags,Price,Player,Time,Age,Year,Manufacture,Equipment,Url_game_hg,Transliterated_name
Набор классических игр: Шахматы и шашки,https://hobbygames.ru/image/cache/hobbygames_beta/data/Neskuchnye_Igry/Nabory/HG/Nabor_Shahmati-1000x416-wm.jpg,Так веселились наши предки,"Шашки,Шахматы,Наборы,Классические игры",1 590 ,2+,,,2021,Нескучные Игры,"Шахматная доска,32 шахматные фигуры,24 шашки,Вес: 0.96 кг",https://hobbygames.ru/nabor-klassicheskih-igr-shahmati-i-shashki,Nabor klassicheskih igr: Shahmaty i shashki
Сундучок знаний: Учим английский,https://hobbygames.ru/image/cache/hobbygames_beta/data/Interhit/Sunduchok_Znaniy/Brain_Box_Uchim_Angliyskiy-1000x416-wm.jpg,Ваш первый учитель английского!,"Детские игры,Сундучок знаний,Семейные игры",1 290 ,1+,10+,8+,2019,ИнтерХит,"71 карточек,Песочные часы,Кубик ,Правила игры ,Размер коробки: 120x120x120 мм ,Вес: 0.66 кг",https://hobbygames.ru/sunduchok-znanij-uchim-anglijskij,Sunduchok znanij: Uchim anglijskij
Brainy Trainy: Инженерное мышление,https://hobbygames.ru/image/cache/hobbygames_beta/data/Banda_Umnikov/Brainy_Trainy/HG/Brainy_Trainy_Injenernoe_Mishlenie-1000x416-wm.jpg,Воспитайте будущего гения!,"Brainy Trainy,Игры для компании,Логические игры",690 ,1-15,,8+,2021,Банда Умников,"80 карт с задачами,Правила игры ,Размер коробки: 116x116x43 мм,Вес: 0.2 кг",https://hobbygames.ru/brainy-trainy-inzhenernoe-mishlenie,Brainy Trainy: Inzhenernoe myshlenie
Activity 3,https://hobbygames.ru/image/cache/hobbygames_beta/data/Piatnik/Activity3/Activity_Original-1000x416-wm.jpg,Весело будет всем!,"Вечериночные игры,Игры для компании,Командные игры,Activity (Активити),Семейные игры",2 990 ,3-16,60+,12+,2020,Piatnik,"Игровое поле,330 карточек,4 фишки,Песочные часы,Правила игры ,Размер коробки: 295x295x70 мм,Вес: 1.075 кг",https://hobbygames.ru/activity-3,Activity 3
Карты игральные,https://hobbygames.ru/image/cache/hobbygames_beta/data/Kartbuyro_Sinkevicha/Lampoviy_kosmos_v_belom_55-1000x416-wm.JPG,Не рокот космодрома,"Карты,Дизайнерские колоды,Классические игры",990 ,,,,2022,Картбюро Синкевича,"55 карт ,Размер коробки: 65х90х20 мм,Вес: 0.1 кг",https://hobbygames.ru/karti-igralnie-lampovij-kosmos-v-belom,Karty igral'nye
Три поросёнка,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gaga/Tri_porosenka/HG/Tri_Porosenka-1000x416-wm.jpg,Каждому хрюше – надежный дом!,"Вечериночные игры,Игры для компании,Семейные игры",904 ,,,,2021,GaGa Games,"5 кубиков,36 картонных тайлов,Картонная рулетка,6 карт наград,Правила игры ,Размер коробки: 165x210x57 мм,Вес: 0.43 кг",https://hobbygames.ru/tri-porosjonka,Tri porosenka
М.А.Р.И. и безумная фабрика,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/MARI_i_Bezumnaja_fabrika/HG/MARI-1000x416-wm.jpg,0100100001101001,"Игры для компании,Карточные игры,Логические игры,Семейные игры",590 ,1+,5-30,10+,2022,Стиль Жизни,"20 двухсторонних карт уровней,11 жетонов команд,4 карты с подсказками и решениями,3 жетона предметов,2 карты с правилами игры ,Размер коробки: 123x178x40 мм,Вес: 0.23 кг",https://hobbygames.ru/m-a-r-i-i-bezumnaja-fabrika,M.A.R.I. i bezumnaja fabrika
Fallout: Атомные узы,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Fallout/Atomic_Bonds/Photos/Fallout_Atomic-Bonds00-1000x416-wm.jpg,Если с другом вышел в путь...,"Кооперативные игры,Fallout,Приключенческие игры",990 ,1-4,120-180,13+,2022,Hobby World,"Кубик помощи,9 жетонов,5 листов сценариев,60 карт,Правила дополнения ,Размер коробки: 113x189x30 мм,Размер карт: 41x63 мм (рекомендуются протекторы из данного раздела,60 шт.),Вес: 0.175 кг",https://hobbygames.ru/fallout-atomnie-uzi,Fallout: Atomnye uzy
Бинго,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Bingo_karton_fishki/HG/Bingo_Small-1000x416-wm.jpg,Кто первым крикнет заветное слово?,"Лото,Детские игры,Семейные игры",190 ,2-6,,5+,2021,Десятое королевство,"128 картонных фишек,28 карточек,Мешок для жетонов,Правила игры ,Размер коробки: 140x115x35 мм,Размер карточек: 95x118 мм,Вес: 0.2 кг",https://hobbygames.ru/bingo-karton,Bingo
Грани миров,https://hobbygames.ru/image/cache/hobbygames_beta/data/Lavka_Games/Grani_mirov/hg/Grani_Mirov-1000x416-wm.jpg,Игра про игры,"Интерактивные игры,Семейные игры",1 750 ,1-6,30+,10+,2021,Lavka Games,"2 кубика,66 карт миров (по 11 на игрока),6 карт подсчета очков (по 1 на игрока),6 стираемых маркеров,6 салфеток из микрофибры,10 карт лунок (для одиночной игры),Таблица игрового процесса (для одиночной игры),Правила игры ,Размер коробки: 204x204x55 мм,Вес: 0.61 кг",https://hobbygames.ru/grani-mirov,Grani mirov
Cutterland: Классика,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Cutterland/Classic/Cutterland_classic_1-1000x416-wm.jpg,Эта карта вам подозрительно знакома...,"Логические игры,Cutterland,Семейные игры,Стратегические игры",390 ,2-4,40+,10+,2020,Hobby World,"80 карт местности ,Размер коробки: 105х79х25,5 мм,Вес: 0.17 кг",https://hobbygames.ru/cutterland-klassika,Cutterland: Klassika
Набор классических игр: Шахматы и нарды,https://hobbygames.ru/image/cache/hobbygames_beta/data/Neskuchnye_Igry/Nabory/HG/Nabor_Shahmati-1000x416-wm.jpg,Армянский гамбит,"Нарды,Шахматы,Наборы,Классические игры",1 790 ,2+,,,2021,Нескучные Игры,"Двухсторонняя доска для игры в шахматы и нарды,32 шахматные фигуры,30 фишек для нард,Кости для нард,Вес: 0.95 кг",https://hobbygames.ru/nabor-klassicheskih-igr-shahmati-i-nardi,Nabor klassicheskih igr: Shahmaty i nardy
Город счастья,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Happy_City/HG/Gorod_Schastia-1000x416-wm.jpg,Здесь все рады!,"Игры в дорогу,Игры для компании,Карточные игры,Семейные игры,Стратегические игры,Экономические игры",1 190 ,2-5,30,10+,2021,Стиль Жизни,"30 монет,140 карт ,Памятка дохода,66 зданий,5 счастливых рынков,12 жилых зданий,56 особых зданий,Правила игры ,Размер коробки: 110x190x50 мм,Вес: 0.32 кг",https://hobbygames.ru/gorod-schastja,Gorod schast'ja
Catan: Traders and Barbarians. 5-6 Player Extention,https://hobbygames.ru/image/cache/hobbygames_beta/data/Asmodee/CATAN/Catan_Traders_n_Barbarians-1000x416-wm.jpg,Ещё больше купцов и варваров!,"Catan (Колонизаторы),Семейные игры,Стратегические игры,Экономические игры",2 490 ,2-6,90+,12+,2021,Asmodee,"12 wooden knights,6 wooden bridges,11 wooden camels,2 wooden wagons,12 wooden barbarians,12 new terrain and water tile pieces,16 gold coin counters,18 commodity tokens,16 fish tokens,24 cards,2 ""Poor Settler"" tiles,Extension rules ,Размер коробки: 215x160x45 мм,Вес: 0.49 кг",https://hobbygames.ru/catan-traders-and-barbarians-5-6-player-extention,Catan: Traders and Barbarians. 5-6 Player Extention
Сундучок знаний: Азбука,https://hobbygames.ru/image/cache/hobbygames_beta/data/Interhit/Sunduchok_Znaniy/Brain_Box_Azbuka-1000x416-wm.jpg,Учим буквы и развиваем внимательность,"Детские игры,Сундучок знаний,Семейные игры",1 290 ,1+,10+,4+,2019,ИнтерХит,"67 карточек,Песочные часы,Кубик ,Правила игры ,Размер коробки: 120x120x120 мм ,Вес: 0.63 кг",https://hobbygames.ru/sunduchok-znanij-azbuka,Sunduchok znanij: Azbuka
Архитекторы западного королевства,https://hobbygames.ru/image/cache/hobbygames_beta/data/Lavka_Games/Arhitektory/Architektory-1000x416-wm.jpg,Построить всё,"Западное королевство,Игры для компании,Семейные игры,Стратегические игры,Экономические игры",3 490 ,1-5,60-80,12+,2020,Lavka Games,"35 маркеров глины,40 маркеров древесины,40 маркеров камня,25 монет золота,10 карт чёрного рынка,22 карты долгов,11 карт наград,6 карт-множителей,10 фишек игроков (5 цветов),30 маркеров мрамора,100 фигурок рабочих (5 цветов),50 монет серебра,Игровое поле,5 двухсторонних планшетов игроков,40 карт помощников,40 карт сооружений,Правила игры,Вес: 1.4 кг",https://hobbygames.ru/arhitektori-zapadnogo-korolevstva,Arhitektory zapadnogo korolevstva
